"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2012","WEEK #13","2012-04-01","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2012","WEEK #14","2012-04-08","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2012","WEEK #15","2012-04-15","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","41",""
"SURVEY","2012","WEEK #16","2012-04-22","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","59",""
"SURVEY","2012","WEEK #17","2012-04-29","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","79",""
"SURVEY","2012","WEEK #18","2012-05-06","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","89",""
"SURVEY","2012","WEEK #19","2012-05-13","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2012","WEEK #20","2012-05-20","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","99",""
"SURVEY","2011","WEEK #14","2011-04-10","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2011","WEEK #15","2011-04-17","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2011","WEEK #16","2011-04-24","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2011","WEEK #17","2011-05-01","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2011","WEEK #18","2011-05-08","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2011","WEEK #19","2011-05-15","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2011","WEEK #20","2011-05-22","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","90",""
"SURVEY","2011","WEEK #21","2011-05-29","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","94",""
"SURVEY","2011","WEEK #22","2011-06-05","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","98",""
"SURVEY","2011","WEEK #23","2011-06-12","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","99",""
"SURVEY","2010","WEEK #14","2010-04-11","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2010","WEEK #15","2010-04-18","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2010","WEEK #16","2010-04-25","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","73",""
"SURVEY","2010","WEEK #17","2010-05-02","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","87",""
"SURVEY","2010","WEEK #18","2010-05-09","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","94",""
"SURVEY","2010","WEEK #19","2010-05-16","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","96",""
"SURVEY","2010","WEEK #20","2010-05-23","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","97",""
"SURVEY","2010","WEEK #21","2010-05-30","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","99",""
"SURVEY","2009","WEEK #16","2009-04-19","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2009","WEEK #17","2009-04-26","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2009","WEEK #18","2009-05-03","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2009","WEEK #19","2009-05-10","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2009","WEEK #20","2009-05-17","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2009","WEEK #21","2009-05-24","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","62",""
"SURVEY","2009","WEEK #22","2009-05-31","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","82",""
"SURVEY","2009","WEEK #23","2009-06-07","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","93",""
"SURVEY","2008","WEEK #15","2008-04-13","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2008","WEEK #16","2008-04-20","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2008","WEEK #17","2008-04-27","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2008","WEEK #18","2008-05-04","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","28",""
"SURVEY","2008","WEEK #19","2008-05-11","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","60",""
"SURVEY","2008","WEEK #20","2008-05-18","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","75",""
"SURVEY","2008","WEEK #21","2008-05-25","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","87",""
"SURVEY","2008","WEEK #22","2008-06-01","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","92",""
"SURVEY","2007","WEEK #14","2007-04-08","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2007","WEEK #15","2007-04-15","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2007","WEEK #16","2007-04-22","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2007","WEEK #17","2007-04-29","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2007","WEEK #18","2007-05-06","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2007","WEEK #19","2007-05-13","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","93",""
"SURVEY","2007","WEEK #20","2007-05-20","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","98",""
"SURVEY","2007","WEEK #21","2007-05-27","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2006","WEEK #14","2006-04-09","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2006","WEEK #15","2006-04-16","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2006","WEEK #16","2006-04-23","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","33",""
"SURVEY","2006","WEEK #17","2006-04-30","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2006","WEEK #18","2006-05-07","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","85",""
"SURVEY","2006","WEEK #19","2006-05-14","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2006","WEEK #20","2006-05-21","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","96",""
"SURVEY","2006","WEEK #21","2006-05-28","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","99",""
"SURVEY","2005","WEEK #15","2005-04-17","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2005","WEEK #16","2005-04-24","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","64",""
"SURVEY","2005","WEEK #17","2005-05-01","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","82",""
"SURVEY","2005","WEEK #18","2005-05-08","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","94",""
"SURVEY","2005","WEEK #19","2005-05-15","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","98",""
"SURVEY","2005","WEEK #20","2005-05-22","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","99",""
